STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/12,8.5,,,0,0,0,,84,72,60,60,14.1,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/12,9.62,,,0.05,0,0,,75,63,20,60,19.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/12,14.09,,,0.18,0,0,,76,61,360,20,25.1,40.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/12,8.5,,,0,0,0,,78,56,340,40,17.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/12,3.8,,,0,0,0,,76,55,220,220,10.1,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/13/12,3.36,,,0.4,0,0,,69,60,210,200,14.1,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/14/12,4.7,,,0,0,0,,84,56,70,60,14.1,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/15/12,6.26,,,0,0,0,,85,65,200,200,14.1,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/16/12,10.74,,,0.39,0,0,,76,62,250,240,23,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/17/12,7.38,,,0,0,0,,76,58,330,40,14.1,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/18/12,4.47,,,0,0,0,,77,53,90,80,14.1,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/19/12,3.58,,,0,0,0,,79,60,50,60,14.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/20/12,6.26,,,0.08,0,0,,74,58,120,50,17,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/21/12,4.7,,,0,0,0,,79,53,100,100,12.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/22/12,5.82,,,0,0,0,,85,54,170,160,15,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/23/12,8.05,,,0.03,0,0,,92,64,170,170,16.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/24/12,8.72,,,0,0,0,,94,64,170,170,16.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/25/12,7.83,,,0,0,0,,93,66,170,170,19.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/26/12,7.16,,,0.57,0,0,,79,66,170,160,21.9,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/27/12,6.04,,,0,0,0,,88,66,320,60,19.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/28/12,5.14,,,0,0,0,,86,63,70,60,15,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/29/12,5.82,,,0,0,0,,84,65,90,70,13,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/30/12,10.51,,,0,0,0,,90,64,180,200,19.9,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/31/12,10.29,,,0,0,0,,92,71,240,50,17.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/12,11.86,,,0,0,0,,75,71,40,50,19.9,34.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/12,10.74,,,0,0,0,,82,73,40,40,17,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/12,4.47,,,0,0,0,,88,71,60,50,12.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/12,8.5,,,0.64,0,0,,90,66,320,340,36,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/12,7.16,,,0.16,0,0,,86,63,300,300,19.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/12,6.71,,,0,0,0,,86,68,310,260,15,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/12,9.62,,,0.06,0,0,,78,59,350,360,25.9,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/12,11.63,,,0.28,0,0,,73,54,290,290,17.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/12,9.4,,,0,0,0,,72,55,340,50,21,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/12,6.49,,,0,0,0,,75,52,180,160,14.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/12,11.41,,,0,0,0,,83,52,200,200,23,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/12,10.29,,,0,0,0,,86,63,200,190,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/13/12,10.07,,,0.19,0,0,,71,54,360,50,17,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/14/12,7.61,,,0,0,0,,76,51,310,260,15,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/15/12,4.03,,,0,0,0,,79,50,140,130,12.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/16/12,4.92,,,0,0,0,,77,49,190,210,16.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/17/12,8.95,,,0.26,0,0,,78,55,320,10,23.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/18/12,12.3,,,0,0,0,,63,47,340,340,21.9,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/19/12,16.11,,,0,0,0,,73,41,200,200,30,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/20/12,8.95,,,0,0,0,,72,51,290,310,21.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/21/12,6.71,,,0.15,0,0,,60,48,280,30,15,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/22/12,10.96,,,0.02,0,0,,59,44,300,310,25.9,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/23/12,6.71,,,0,0,0,,61,40,320,320,16.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/24/12,11.41,,,0,0,0,,70,37,210,210,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/25/12,9.17,,,0,0,0,,77,49,200,190,17,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/26/12,9.84,,,0,0,0,,68,53,20,50,17.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/27/12,8.95,,,0,0,0,,65,46,30,50,17,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/28/12,8.95,,,0,0,0,,67,50,20,50,19.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/29/12,5.82,,,0,0,0,,79,48,70,70,16.1,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/30/12,8.05,,,0,0,0,,66,50,60,60,16.1,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/12,4.7,,,0,0,0,,66,47,60,50,13,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/12,9.84,,,0,0,0,,69,53,50,50,17.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/12,4.7,,,0.26,0,0,,63,59,220,70,10.1,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/12,11.63,,,0.12,0,0,,77,48,220,220,23,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/12,8.95,,,0,0,0,,50,39,280,280,21.9,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/12,9.84,,,0,0,0,,50,34,310,,17.9,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/12,7.61,,,0,0,0,,51,36,310,290,16.1,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/12,13.87,,,0,0,0,,60,32,210,210,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/12,16.78,,,0.17,0,0,,65,42,220,200,27.1,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/12,12.75,,,0,0,0,,51,35,300,280,21,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/12,14.99,,,0.02,0,0,,67,35,230,230,25.9,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/12,10.51,,,0,0,0,,53,37,360,60,17,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/12,12.53,,,0.21,0,0,,67,44,210,200,19.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/12,15.66,,,0.77,0,0,,71,48,320,210,32,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/12,8.95,,,0,0,0,,60,41,330,330,17,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/12,14.32,,,0,0,0,,70,40,180,170,30,34.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/12,17.67,,,0.51,0,0,,68,54,160,150,29.1,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/12,14.99,,,0.07,0,0,,54,45,200,200,25.1,34.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/12,6.93,,,0.02,0,0,,52,43,170,170,14.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/12,7.16,,,0,0,0,,59,39,260,290,14.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/12,6.49,,,0,0,0,,68,37,160,150,13,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/12,6.49,,,0.81,0,0,,65,49,110,120,21,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/12,6.93,,,0.06,0,0,,70,57,190,190,14.1,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/12,11.18,,,0,0,0,,78,58,200,200,21,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/12,17.67,,,0.13,0,0,,75,45,320,210,23.9,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/12,9.62,,,0,0,0,,51,37,320,320,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/12,10.51,,,0,0,0,,48,34,340,40,17,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/12,13.65,,,0,0,0,,49,38,20,50,25.1,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/12,14.99,,,0,0,0,,51,36,10,30,23.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/12,18.57,,,0,0,0,,48,39,350,360,29.1,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/12,13.87,,,0,0,0,,50,34,340,320,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/1/12,9.17,,,0,0,0,,54,34,360,360,17,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/2/12,8.05,,,0,0,0,,48,34,360,30,16.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/3/12,6.93,,,0,0,0,,45,36,20,60,14.1,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/4/12,6.04,,,0,0,0,,48,32,50,50,13,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/5/12,5.59,,,0,0,0,,44,32,100,60,13,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/6/12,6.71,,,0.13,0,0,,42,29,170,180,13,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/7/12,3.8,,,0.03,0,0,,47,40,60,60,8.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/8/12,6.71,,,0,0,0,,45,35,200,220,15,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/9/12,5.14,,,0,0,0,,56,33,150,150,8.9,12.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/12,11.86,,,0.22,0,0,,66,50,190,200,28,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/12,19.91,,,0.29,0,0,,70,40,190,180,40,57.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/12,19.24,,,0,0,0,,40,29,270,260,23.9,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/13/12,7.61,,,0,0,0,,41,24,300,300,17,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/14/12,9.62,,,0,0,0,,45,29,180,180,13,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/15/12,5.37,,,0,0,0,,48,30,200,200,8.9,10.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/16/12,1.34,,,0,0,0,,54,27,40,40,10.1,16.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/17/12,4.25,,,0,0,0,,55,26,140,140,12.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/18/12,4.92,,,0,0,0,,57,31,130,130,10.1,12.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/19/12,6.93,,,0.01,0,0,,59,36,190,200,15,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/20/12,3.58,,,0,0,0,,58,40,340,60,12.1,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/21/12,6.04,,,0,0,0,,54,34,210,210,15,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/22/12,17.22,,,0.27,0,0,,63,42,270,190,31.1,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/23/12,19.69,,,0,0,0,,42,28,270,290,30,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/24/12,9.84,,,0,0,0,,32,24,210,340,15,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/25/12,8.95,,,0,0,0,,43,29,210,210,17,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/26/12,9.17,,,0,0,0,,36,23,340,350,15,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/27/12,7.61,,,0,0,0,,33,17,250,230,14.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/28/12,8.05,,,0,0,0,,44,27,250,260,14.1,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/29/12,9.17,,,0,0,0,,51,33,170,180,14.1,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/30/12,4.92,,,0,0,0,,51,36,40,30,13,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/1/12,9.4,,,0,0,0,,59,29,200,200,25.1,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/2/12,7.61,,,0.06,0,0,,63,44,210,210,19.9,27.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/3/12,12.97,,,0,0,0,,70,46,200,200,30,38.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/4/12,10.74,,,0,0,0,,59,38,330,20,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/5/12,8.5,,,0,0,0,,40,27,330,50,15,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/6/12,8.5,,,0,0,0,,46,32,180,170,15,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/7/12,7.16,,,0.08,0,0,,46,41,330,20,13,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/8/12,12.08,,,0.15,0,0,,42,36,10,40,17.9,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/9/12,9.17,,,0.21,0,0,,41,35,280,280,19.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/12,11.41,,,0,0,0,,38,31,250,10,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/12,10.29,,,0,0,0,,34,24,230,210,21.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/12,11.18,,,0,0,0,,46,28,200,200,19.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/13/12,13.42,,,0,0,0,,49,32,210,220,25.1,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/14/12,6.26,,,0,0,0,,50,26,160,150,12.1,12.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/15/12,11.41,,,0.34,0,0,,50,37,160,180,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/16/12,10.29,,,0,0,0,,49,38,260,260,17.9,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/17/12,5.14,,,0,0,0,,40,30,350,30,10.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/18/12,7.61,,,0,0,0,,41,31,320,320,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/19/12,8.5,,,0.08,0,0,,43,32,90,100,21.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/20/12,17.67,,,1.26,0.2,0,,49,33,320,320,33.1,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/21/12,20.58,,,0.01,0.1,0,,33,20,310,310,36,44.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/12,6.49,,,0,0,0,,32,17,320,310,12.1,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/12,6.71,,,0,0,0,,34,21,60,50,13,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/12,9.84,,,0,0,0,,34,28,340,20,17,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/12,9.4,,,0.01,0.1,0,,33,25,60,50,19.9,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/12,17.22,,,0,0,0,,33,28,40,30,28,34.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/12,7.61,,,0,0,0,,33,28,340,30,16.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/12,4.25,,,0.01,0.3,0,,32,29,160,160,13,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/12,12.3,,,0,0.2,0,,32,20,290,280,19.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/12,12.53,,,0,0,0,,33,14,210,210,21,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/12,11.86,,,0,0,0,,35,20,210,240,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/1/13,8.5,,,0,0,0,,25,11,360,50,14.1,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/2/13,8.05,,,0,0,0,,30,10,190,210,16.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/3/13,11.41,,,0,0,0,,29,18,280,260,17,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/4/13,13.2,,,0,0,0,,36,13,250,270,25.1,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/5/13,9.62,,,0.03,0.4,0,,39,18,220,220,21.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/6/13,11.86,,,0,0,0,,36,18,260,300,21.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/7/13,12.75,,,0,0,0,,41,15,210,210,25.1,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/8/13,9.62,,,0,0,0,,44,22,200,200,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/9/13,14.09,,,0,0,0,,50,27,270,280,33.1,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/10/13,8.5,,,0.63,0,0,,45,22,110,120,21,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/11/13,12.97,,,0.3,0,0,,52,42,190,190,23,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/12/13,13.2,,,0.06,0,0,,53,30,200,250,23.9,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/13/13,12.53,,,0.1,0,0,,30,14,280,280,21.9,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/14/13,6.49,,,0,0,0,,25,12,290,,16.1,
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/15/13,2.24,,,0,0,0,,31,12,290,220,6.9,8.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/16/13,13.87,,,0,0,0,,36,16,250,230,25.9,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/17/13,9.4,,,0,0,0,,33,20,310,340,17.9,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/18/13,14.76,,,0,0,0,,43,19,200,200,30,40.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/19/13,17,,,0,0,0,,47,28,280,280,29.1,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/20/13,16.11,,,0,0,0,,28,13,300,300,28,36.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/21/13,16.55,,,0,0,0,,15,5,280,280,25.1,29.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/22/13,10.96,,,0,0,0,,11,-1,270,270,16.1,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/23/13,12.75,,,0.01,0.4,0,,23,10,350,340,23.9,34.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/24/13,10.29,,,0,0,0,,22,4,340,340,17.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/25/13,11.63,,,0.06,1.1,0,,29,18,310,310,17,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/26/13,6.93,,,0,0,0,,28,13,160,160,14.1,14.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/27/13,14.32,,,0.58,0.1,0,,37,23,150,150,23.9,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/28/13,9.62,,,0.08,0,0,,48,37,250,250,17.9,23.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/29/13,13.2,,,1.33,0,0,,63,39,220,200,23.9,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/30/13,12.08,,,0.45,0.6,0,,44,21,300,310,28,34.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",1/31/13,18.34,,,0,0,0,,21,6,280,270,23.9,31.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/1/13,12.53,,,0.02,0.5,0,,14,0,250,280,19.9,25.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/2/13,8.72,,,0.12,1.8,0,,23,8,350,360,21.9,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/3/13,8.72,,,0.04,0.5,2,,21,9,300,310,21,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/4/13,8.72,,,0.19,2.4,3,,28,13,20,20,17.9,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/5/13,9.4,,,0.02,0.5,3,,31,6,300,310,17,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/6/13,6.71,,,0,0,2,,36,11,160,160,15,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/7/13,8.28,,,1.07,1.4,2,,34,31,340,340,17.9,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/8/13,11.63,,,0,0.1,3,,33,23,330,340,23,33.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/9/13,7.38,,,0,0,3,,32,20,170,180,17,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/10/13,16.33,,,0.29,0,3,,49,30,220,220,28,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/11/13,23.94,,,0,0,0,,45,29,270,280,33.1,44.1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/12/13,9.4,,,0,0,0,,29,21,270,270,15,21.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/13/13,5.82,,,0,0,0,,44,19,260,270,16.1,19.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/14/13,12.75,,,0,0,0,,39,33,290,300,23.9,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/15/13,11.41,,,0,0,0,,33,20,340,340,19.9,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/16/13,10.51,,,0,0,0,,20,12,290,300,19.9,25.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/17/13,5.59,,,0,0,0,,30,9,160,170,14.1,17.9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2/18/13,17.22,,,0.29,0,0,,52,27,180,190,31.1,42.9
